200,Australian National University,Canberra,Australian Capital Territory,ACT,-35.277272,149.117136,NULL
221,Barton,Canberra,Australian Capital Territory,ACT,-35.201372,149.095065,NULL
800,Darwin,Darwin," Northern Territory",NT,-12.801028,130.955789,NULL
801,Darwin,Darwin," Northern Territory",NT,-12.801028,130.955789,NULL
804,Parap,Darwin," Northern Territory",NT,-12.432181,130.84331,NULL
810,Alawa,Darwin," Northern Territory",NT,-12.378451,130.877014,NULL
810,Brinkin,Darwin," Northern Territory",NT,-12.367769,130.869808,NULL
810,Casuarina,Darwin," Northern Territory",NT,-12.376597,130.850489,NULL
810,Jingili,Darwin," Northern Territory",NT,-12.385761,130.873726,NULL
810,Lee Point,Darwin," Northern Territory",NT,-12.360865,130.891349,NULL
810,Millner,Darwin," Northern Territory",NT,-12.39087,130.864144,NULL
810,Moil,Darwin," Northern Territory",NT,-12.387001,130.879351,NULL
810,Nakara,Darwin," Northern Territory",NT,-12.369175,130.87899,NULL
810,Nightcliff,Darwin," Northern Territory",NT,-12.382572,130.853877,NULL
810,Rapid Creek,Darwin," Northern Territory",NT,-12.387231,130.864402,NULL
810,Tiwi,Darwin," Northern Territory",NT,-12.363913,130.87719,NULL
810,Wagaman,Darwin," Northern Territory",NT,-12.379955,130.886362,NULL
810,Wanguri,Darwin," Northern Territory",NT,-12.37041,130.888433,NULL
811,Casuarina,Darwin," Northern Territory",NT,-12.376597,130.850489,NULL
812,Karama,Darwin," Northern Territory",NT,-12.400091,130.913672,NULL
812,Leanyer,Darwin," Northern Territory",NT,-12.376727,130.900653,NULL
812,Malak,Darwin," Northern Territory",NT,-12.392528,130.904018,NULL
812,Marrara,Darwin," Northern Territory",NT,-12.396566,130.882733,NULL
812,Wulagi,Darwin," Northern Territory",NT,-12.384714,130.897765,NULL
814,Nightcliff,Darwin," Northern Territory",NT,-12.382572,130.853877,NULL
820,Bagot,Darwin," Northern Territory",NT,-12.410444,130.856124,NULL
820,Bayview,Darwin," Northern Territory",NT,-12.440944,130.856539,NULL
